time_s,temperature_C,feedrate_mms,extrusion_force_N,die_diameter_px,die_temperature_C,measured_temperature_C,measured_feedrate_mms,meter_count_mm
1453.7999999997733,190.0,0.0,0.68698,30.058975219726562,154.4,190.16,0.0,526.4285128211424
1453.8999999997732,190.0,0.0,0.68698,25.657085418701172,154.5,190.16,0.0,526.4285128211424
1453.999999999773,190.0,0.0,0.68698,28.264537811279297,154.1,190.22,0.0,526.4285128211424
1454.099999999773,190.0,0.0,0.68698,29.09575843811035,154.2,190.22,0.0,526.4285128211424
1454.199999999773,190.0,0.0,0.6860000000000002,28.289823532104492,154.3,190.26,0.0,526.4285128211424
1454.2999999997728,190.0,0.0,0.6860000000000002,28.289823532104492,154.4,190.26,0.0,526.4285128211424
1454.3999999997727,190.0,0.0,0.6860000000000002,29.73151969909668,154.3,190.26,0.0,526.4285128211424
1454.4999999997726,190.0,0.0,0.6860000000000002,27.91692352294922,154.5,190.26,0.0,526.4285128211424
1454.5999999997725,190.0,0.0,0.6860000000000002,27.35529899597168,154.4,190.26,0.0,526.4285128211424
1454.6999999997724,190.0,0.0,0.6850200000000001,30.433086395263672,154.5,190.29,0.0,526.4285128211424
1454.7999999997724,190.0,0.0,0.6850200000000001,30.433086395263672,154.5,190.29,0.0,526.4285128211424
1454.8999999997723,190.0,0.0,0.6850200000000001,27.802827835083008,154.5,190.33,0.0,526.4285128211424
1454.9999999997722,190.0,0.0,0.6850200000000001,26.73310089111328,154.4,190.33,0.0,526.4285128211424
1455.099999999772,190.0,0.0,0.6850200000000001,28.151491165161133,154.5,190.36,0.0,526.4285128211424
1455.199999999772,190.0,0.0,0.6840400000000001,32.11810302734375,154.4,190.36,0.0,526.4285128211424
1455.299999999772,190.0,0.0,0.6840400000000001,32.11810302734375,154.2,190.38,0.0,526.4285128211424
1455.3999999997718,190.0,0.0,-0.000980000000000092,26.19281005859375,154.5,190.38,0.0,526.4285128211424
